1.171,0.738,-0.228,0.5,-1.0
0.433,0.726,2.414,1.0,-1.0
1.06,1.295,2.517,0.5,1.0
1.557,1.646,-1.732,1.0,1.0
1.677,1.013,-0.379,0.0,-1.0
0.648,1.338,2.462,0.5,0.0
1.091,1.925,-2.476,1.0,1.0
0.585,1.363,2.419,1.0,0.0
0.157,1.708,3.109,1.0,1.0
1.357,0.143,-0.996,0.0,0.0
1.704,0.391,1.993,1.0,1.0
0.873,1.868,2.292,0.5,-1.0
0.696,1.744,-1.815,1.0,1.0
1.615,1.3,-0.347,1.0,0.0
0.459,1.376,2.573,0.5,1.0
0.354,0.284,1.197,1.0,1.0
1.551,1.999,-2.712,0.5,1.0
1.204,0.348,2.028,0.5,1.0
1.954,1.976,-0.789,1.0,0.0
1.298,1.894,-0.727,1.0,1.0
1.289,1.029,-2.702,1.0,0.0
1.909,0.961,0.127,1.0,1.0
0.645,1.71,-0.258,0.0,-1.0
1.954,1.738,2.927,0.5,0.0
1.569,0.824,-0.636,0.5,1.0
0.951,0.821,-2.086,1.0,1.0
1.333,0.107,-0.399,0.5,0.0
1.568,1.112,1.281,0.5,1.0
1.947,1.201,-2.36,0.5,1.0
1.701,0.191,-0.354,0.0,0.0
1.95,0.652,1.314,0.5,1.0
0.424,1.443,-1.191,0.5,1.0
1.492,1.443,-0.262,1.0,0.0
0.275,1.149,2.145,1.0,1.0
1.717,0.524,0.94,0.5,-1.0
0.445,1.146,-2.276,0.0,0.0
1.175,0.866,1.575,0.5,1.0
1.907,0.982,1.635,0.0,-1.0
1.438,0.761,2.464,1.0,-1.0
0.603,0.14,2.034,1.0,-1.0
1.626,0.93,0.925,0.5,1.0
1.925,0.2,-1.494,0.5,-1.0
0.3,1.916,2.661,0.0,1.0
1.351,1.262,-3.01,0.5,1.0
1.918,1.799,-0.397,1.0,0.0
1.501,1.661,-0.85,1.0,-1.0
1.2,1.129,2.815,0.0,-1.0
0.137,1.483,3.063,0.0,1.0
1.501,1.906,-3.1,0.0,1.0
0.179,1.796,-1.234,1.0,-1.0
0.862,1.881,-0.241,0.0,1.0
0.564,1.898,1.407,0.0,-1.0
0.437,1.449,1.211,1.0,-1.0
0.319,0.319,2.411,0.5,0.0
0.549,0.219,1.635,0.0,-1.0
0.035,1.523,-0.366,0.0,0.0
0.62,0.352,-1.833,0.5,0.0
0.428,0.331,-0.538,0.0,1.0
1.457,0.703,-2.846,1.0,-1.0
0.497,1.836,-2.588,1.0,-1.0
1.208,1.657,-2.973,1.0,-1.0
0.356,1.943,-2.308,1.0,-1.0
1.532,1.872,-1.674,0.0,-1.0
1.272,1.498,-0.18,1.0,1.0
1.111,1.765,2.221,0.5,1.0
0.159,0.16,1.542,1.0,-1.0
1.629,0.702,0.908,1.0,1.0
0.132,0.983,0.646,0.0,1.0
1.637,0.576,-2.815,1.0,1.0
0.626,0.398,-2.593,0.0,1.0
0.892,1.309,-2.893,0.0,1.0
0.75,0.577,2.65,0.0,-1.0
0.9,1.541,-2.027,0.0,-1.0
1.824,0.643,-2.069,0.0,1.0
1.585,0.638,0.542,0.5,1.0
1.461,1.373,2.459,1.0,1.0
1.626,0.911,-1.516,0.5,1.0
1.292,0.902,-2.6,0.5,1.0
1.463,0.106,1.856,0.5,1.0
1.566,1.316,2.872,1.0,-1.0
0.207,1.296,-2.313,0.5,1.0
0.527,1.762,1.867,1.0,1.0
1.357,0.449,1.18,0.0,1.0
1.611,0.208,-1.067,0.0,0.0
1.387,1.777,2.274,0.0,1.0
0.072,1.01,1.607,0.5,1.0
0.856,0.879,1.564,1.0,1.0
0.304,0.689,-0.545,0.0,0.0
0.121,0.257,0.504,0.0,1.0
1.595,0.179,-0.821,0.5,1.0
0.357,1.217,2.273,0.0,0.0
1.871,1.366,0.165,0.0,0.0
0.458,1.202,2.6,1.0,-1.0
0.75,1.415,-0.329,0.0,-1.0
0.923,0.729,-2.553,0.0,-1.0
1.871,1.746,-1.241,0.0,1.0
0.84,0.285,-2.292,0.0,-1.0
1.092,1.357,-0.223,1.0,0.0
0.079,1.59,-2.698,0.0,1.0
0.292,1.467,2.25,1.0,0.0
1.358,1.29,1.835,1.0,-1.0
0.818,1.249,1.84,0.5,-1.0
1.172,0.935,-1.016,0.0,-1.0
0.115,1.899,-1.635,0.5,1.0
1.424,0.407,1.075,0.0,-1.0
0.903,1.851,2.569,0.5,-1.0
1.544,0.807,-0.221,1.0,-1.0
1.544,1.035,0.972,1.0,0.0
1.549,0.762,2.749,1.0,-1.0
0.238,1.44,-3.036,1.0,0.0
0.855,0.697,1.228,1.0,-1.0
0.444,0.516,-1.638,0.5,-1.0
1.383,1.904,2.196,1.0,-1.0
0.645,1.952,-2.191,0.0,1.0
0.524,1.513,-2.362,0.0,0.0
0.163,0.089,-0.186,0.5,1.0
0.922,1.611,-1.228,0.5,1.0
0.052,0.035,-2.08,0.5,1.0
0.022,1.02,-2.113,1.0,1.0
1.935,1.209,0.326,0.0,1.0
0.769,0.557,0.469,0.0,0.0
0.682,1.153,-2.896,0.5,0.0
0.67,0.91,1.274,1.0,-1.0
1.769,1.737,1.828,0.5,1.0
0.735,0.549,0.535,0.5,1.0
0.643,1.276,-2.328,0.5,0.0
1.013,0.037,-1.647,0.5,0.0
1.193,0.594,-1.529,0.0,0.0
1.813,1.849,0.225,1.0,1.0
1.769,0.176,-0.106,0.5,1.0
0.797,1.584,0.682,0.0,0.0
1.252,0.549,2.045,0.5,1.0
1.601,1.156,-1.52,1.0,-1.0
0.246,0.949,-0.274,1.0,0.0
0.581,0.313,1.71,0.5,1.0
0.568,1.653,2.047,1.0,1.0
0.361,1.98,1.337,0.0,0.0
0.803,1.439,2.669,0.0,-1.0
1.864,1.19,-0.256,0.5,-1.0
0.473,0.202,1.19,0.0,0.0
1.093,0.214,0.967,0.0,0.0
1.268,0.592,1.701,1.0,-1.0
0.174,1.559,0.828,0.0,1.0
0.879,1.925,1.952,1.0,-1.0
0.168,1.788,1.751,0.0,0.0
0.13,1.232,1.17,0.0,0.0
1.982,1.393,1.767,0.5,1.0
0.646,1.733,-1.888,0.0,0.0
0.27,0.412,0.323,1.0,0.0
0.401,1.724,3.021,0.5,1.0
0.826,1.825,-0.913,0.5,-1.0
1.419,1.7,0.38,1.0,1.0
1.701,1.661,1.839,0.5,0.0
0.899,1.705,-1.864,0.0,0.0
1.672,1.851,0.554,1.0,-1.0
0.217,1.227,-2.975,1.0,-1.0
0.269,1.969,2.437,0.5,1.0
0.512,0.927,-2.749,0.5,0.0
0.627,1.217,-3.016,1.0,1.0
0.925,1.377,1.387,1.0,0.0
0.787,1.877,1.395,1.0,0.0
0.218,1.063,-1.094,0.0,-1.0
0.654,1.523,-0.777,0.0,-1.0
1.722,0.483,-0.803,0.0,-1.0
1.724,1.551,1.674,0.5,0.0
0.437,1.813,-0.88,0.5,1.0
1.54,0.857,0.425,1.0,1.0
1.755,0.03,-1.175,0.0,1.0
0.254,1.35,-2.435,0.5,0.0
0.194,1.88,-2.765,1.0,-1.0
0.821,1.123,2.667,1.0,1.0
0.661,1.31,0.273,0.5,1.0
1.734,0.94,1.861,0.5,-1.0
1.047,1.063,1.665,0.5,0.0
0.28,0.95,-1.976,0.5,-1.0
0.077,1.029,-0.861,0.5,0.0
1.1,1.6,1.443,1.0,-1.0
0.653,0.498,-0.594,1.0,1.0
1.578,1.516,-2.236,1.0,-1.0
0.477,1.724,1.444,1.0,1.0
0.111,0.795,2.594,1.0,1.0
0.78,0.626,1.556,0.0,0.0
0.241,0.616,-2.53,0.0,-1.0
1.758,1.686,0.018,0.0,0.0
0.113,0.343,2.879,1.0,0.0
1.288,0.564,1.988,1.0,1.0
0.439,0.308,-2.744,0.5,0.0
0.434,0.817,0.209,0.5,-1.0
1.108,1.512,-1.805,0.5,1.0
0.076,1.311,-2.422,0.0,0.0
0.691,0.913,0.683,0.5,-1.0
1.339,1.743,-3.107,1.0,-1.0
1.005,1.958,-1.724,0.5,0.0
1.63,1.049,1.516,0.0,0.0
0.75,0.655,-2.627,0.0,1.0
0.264,0.141,0.962,0.5,-1.0
1.169,1.439,-2.249,0.0,0.0
1.702,1.641,-1.387,0.0,-1.0
1.509,0.276,-1.868,0.5,0.0
0.765,1.002,0.815,1.0,-1.0
0.373,1.485,-2.821,1.0,-1.0
0.109,0.084,1.832,1.0,0.0
0.507,0.925,1.565,1.0,1.0
1.102,1.516,2.538,1.0,-1.0
1.326,1.741,-2.278,0.0,0.0
1.521,0.599,0.109,1.0,1.0
0.162,1.394,-0.457,0.0,1.0
0.342,1.549,2.307,1.0,-1.0
0.188,1.855,0.456,1.0,1.0
0.499,0.098,-0.446,1.0,-1.0
0.654,0.217,-3.067,1.0,-1.0
0.752,1.847,-3.1,0.0,1.0
0.719,1.697,1.63,1.0,-1.0
0.705,0.174,-0.271,0.0,-1.0
0.115,0.595,-1.502,0.0,0.0
0.866,0.154,2.933,0.0,-1.0
0.225,1.702,-2.881,1.0,0.0
0.569,0.427,0.44,0.5,0.0
1.023,0.527,-1.761,0.5,0.0
1.84,1.318,1.973,0.5,0.0
0.68,0.37,-0.743,1.0,0.0
0.132,1.624,0.991,0.5,0.0
0.037,0.245,-2.541,1.0,-1.0
0.182,0.432,2.475,0.5,1.0
0.506,0.679,0.116,0.5,1.0
1.615,1.769,-2.445,1.0,-1.0
0.968,1.227,-0.003,0.0,0.0
0.35,0.323,0.065,1.0,0.0
1.424,1.753,-1.929,0.0,-1.0
0.681,1.533,-3.007,1.0,0.0
0.919,1.977,-2.576,1.0,0.0
0.353,0.556,-2.855,0.5,-1.0
0.493,1.562,1.262,0.0,1.0
1.126,0.959,-1.609,0.5,0.0
1.015,0.459,0.34,1.0,1.0
0.501,0.108,-1.337,0.5,-1.0
1.88,1.084,-0.597,0.0,0.0
0.31,1.86,0.166,0.0,0.0
0.669,0.41,0.07,1.0,1.0
1.218,0.989,-1.944,0.0,0.0
1.663,1.584,1.752,0.5,-1.0
0.192,0.889,1.445,0.0,-1.0
1.71,0.14,0.058,0.0,1.0
0.33,1.047,1.264,1.0,0.0
0.797,0.811,-0.757,0.5,-1.0
0.264,1.522,-1.801,0.5,1.0
0.363,0.899,0.655,0.0,0.0
1.081,1.154,-2.144,1.0,1.0
0.776,1.895,-1.076,1.0,0.0
0.474,0.245,-0.526,0.5,0.0
0.156,1.309,2.774,0.5,1.0
0.229,1.306,-1.529,0.5,1.0
0.283,1.157,-1.779,1.0,1.0
1.556,1.406,-2.404,1.0,-1.0
0.137,0.704,2.957,0.5,1.0
0.891,0.824,2.596,0.5,0.0
1.396,1.856,-1.474,1.0,1.0
0.227,1.286,-3.029,0.5,-1.0
0.095,0.356,-1.316,0.5,0.0
0.245,0.926,-1.741,0.5,1.0
0.414,1.093,2.586,0.5,1.0
1.054,0.179,-1.212,0.5,1.0
1.968,0.615,2.773,1.0,1.0
1.001,0.869,1.692,0.5,-1.0
0.796,1.701,-1.159,0.0,0.0
1.94,0.294,3.047,1.0,1.0
0.644,0.446,1.696,0.0,-1.0
0.185,0.355,0.235,1.0,-1.0
1.257,1.217,-0.065,0.5,1.0
0.601,1.323,-0.716,0.5,0.0
0.518,1.859,-2.889,1.0,0.0
0.497,0.351,2.809,1.0,1.0
1.356,1.256,1.776,0.5,1.0
1.293,0.239,-2.854,0.0,0.0
1.437,0.871,0.282,1.0,0.0
1.482,0.577,-1.002,0.5,0.0
0.228,0.007,-1.292,0.0,1.0
1.348,0.68,-0.937,0.5,1.0
0.042,0.926,-2.164,1.0,-1.0
1.7,1.167,2.86,1.0,1.0
0.691,1.547,-0.919,1.0,0.0
1.377,0.539,0.005,0.5,1.0
1.779,0.421,-2.831,0.0,1.0
0.698,1.534,0.517,0.5,1.0
0.011,0.818,1.926,0.5,-1.0
1.859,1.179,1.631,1.0,1.0
1.559,0.375,1.177,0.5,-1.0
1.608,0.19,-3.094,0.5,-1.0
0.193,1.201,-2.084,0.5,0.0
1.887,0.539,-1.561,1.0,0.0
1.307,0.94,-2.374,0.0,-1.0
1.31,1.163,2.484,0.5,1.0
1.552,0.895,-0.442,0.0,-1.0
1.407,1.375,-3.057,0.0,0.0
1.569,0.349,0.058,1.0,-1.0
0.436,0.519,-3.014,1.0,-1.0
0.689,1.174,-0.832,1.0,1.0
0.083,1.738,-0.083,1.0,1.0
1.006,0.21,2.335,0.0,1.0
1.685,1.441,2.17,0.5,1.0
0.219,0.917,2.272,1.0,-1.0
1.956,1.571,1.02,1.0,-1.0
0.302,1.661,-1.347,0.0,0.0
0.966,1.876,-0.628,0.5,-1.0
0.531,1.554,2.406,0.0,0.0
0.009,1.321,2.543,0.5,-1.0
0.28,0.36,-0.499,0.0,1.0
1.263,1.578,-0.111,0.5,1.0
0.902,0.279,-1.792,0.5,-1.0
0.271,0.611,1.516,1.0,0.0
1.582,1.813,1.872,0.0,-1.0
1.336,1.028,-2.038,1.0,1.0
1.853,1.705,2.174,0.0,0.0
0.774,1.681,0.92,0.0,1.0
0.758,0.214,-1.812,0.0,0.0
1.641,1.229,-0.94,1.0,1.0
0.749,1.638,1.664,0.5,1.0
0.943,0.104,-0.986,0.5,-1.0
1.623,1.257,2.033,0.0,-1.0
0.769,0.17,2.013,1.0,-1.0
1.701,1.131,-0.652,0.5,-1.0
0.112,0.059,-1.131,0.5,-1.0
0.017,0.367,0.928,0.0,-1.0
0.35,0.564,-2.082,0.5,1.0
1.558,0.54,-0.299,0.0,1.0
1.093,0.841,0.056,1.0,1.0
1.793,0.863,0.634,1.0,-1.0
1.813,0.363,-0.245,0.0,1.0
1.78,1.24,0.572,0.5,1.0
0.818,0.177,-1.705,1.0,0.0
0.042,0.275,1.93,1.0,0.0
0.33,1.958,-2.104,0.5,-1.0
0.558,1.669,-0.25,0.5,1.0
0.566,0.155,-2.069,0.0,1.0
1.963,1.014,1.103,1.0,1.0
1.488,0.217,0.906,1.0,-1.0
1.806,1.265,1.219,0.0,1.0
1.825,1.779,1.205,1.0,0.0
1.567,1.246,-0.61,1.0,0.0
1.713,0.413,0.769,1.0,0.0
1.869,1.988,-1.218,1.0,1.0
1.67,0.503,-2.505,0.0,0.0
0.883,0.662,-1.698,0.0,0.0
0.851,1.398,0.469,0.5,0.0
1.734,1.102,-1.232,1.0,0.0
0.922,1.45,-0.279,0.5,-1.0
1.003,1.89,-1.004,0.0,-1.0
0.185,0.451,-0.088,0.0,1.0
0.886,0.607,2.335,0.0,-1.0
0.932,1.293,-2.314,0.5,0.0
0.905,1.785,1.714,1.0,1.0
0.197,1.279,-2.164,1.0,1.0
1.179,0.093,1.425,0.5,1.0
0.874,0.399,0.864,1.0,-1.0
0.531,0.64,-1.824,0.0,-1.0
1.397,1.494,1.285,1.0,1.0
0.797,1.104,1.958,0.5,0.0
0.828,0.265,-2.807,1.0,1.0
0.813,0.019,1.084,0.5,-1.0
0.748,0.585,1.21,0.5,1.0
1.064,1.213,-0.246,0.0,1.0
0.851,1.362,-2.476,0.0,-1.0
1.789,0.136,1.27,0.5,1.0
0.968,1.85,3.04,0.0,0.0
0.861,1.363,0.518,1.0,1.0
1.556,1.106,0.33,0.5,1.0
1.0,1.274,2.411,0.5,1.0
0.498,0.497,0.996,0.0,1.0
0.741,0.116,0.738,1.0,1.0
1.803,0.274,2.73,1.0,-1.0
1.807,1.277,2.752,1.0,0.0
1.113,1.324,2.611,0.0,-1.0
1.051,1.495,1.651,1.0,1.0
0.408,1.347,-2.182,0.0,1.0
1.719,0.792,1.466,0.5,0.0
0.884,0.569,-0.059,0.5,1.0
1.919,0.312,-0.332,0.0,0.0
1.665,1.65,-2.247,0.5,0.0
0.246,0.922,0.596,0.5,-1.0
1.546,1.07,2.252,0.5,-1.0
1.984,1.322,3.12,1.0,0.0
0.874,0.34,-1.443,0.5,1.0
0.217,1.663,0.468,0.5,-1.0
0.705,0.704,-1.159,1.0,0.0
1.305,1.212,-1.93,0.0,0.0
0.369,1.001,0.878,0.0,1.0
1.186,0.238,-1.666,0.0,-1.0
1.56,1.591,2.397,1.0,1.0
1.739,1.83,-1.837,0.5,0.0
0.472,0.287,0.687,1.0,-1.0
1.23,1.969,2.623,0.5,0.0
0.971,0.338,-1.974,1.0,0.0
0.882,0.354,-2.598,0.5,1.0
0.094,0.164,2.373,0.5,-1.0
0.775,0.545,-0.587,0.5,0.0
0.215,1.43,-1.971,1.0,-1.0
0.26,1.6,-1.828,1.0,0.0
1.976,0.22,0.157,1.0,-1.0
1.035,1.58,-2.005,1.0,1.0
1.504,1.693,-0.632,0.5,0.0
0.032,0.129,2.025,0.0,1.0
0.583,1.841,-0.085,1.0,-1.0
0.4,1.652,2.143,0.0,1.0
1.137,0.562,0.638,1.0,-1.0
0.421,0.631,1.583,0.5,-1.0
0.129,1.611,-0.12,0.0,-1.0
1.147,0.955,0.243,0.0,0.0
0.694,0.05,-0.805,0.0,0.0
1.818,1.963,1.315,0.0,1.0
0.917,1.149,-2.384,0.5,-1.0
0.346,0.977,-1.972,0.0,-1.0
1.036,0.47,1.856,0.0,0.0
1.064,1.496,0.361,1.0,0.0
0.762,1.488,-0.003,1.0,1.0
0.823,1.279,-1.509,0.5,0.0
0.746,1.691,-0.7,0.0,-1.0
1.023,0.491,2.002,1.0,1.0
0.43,1.676,0.9,0.0,0.0
1.827,1.602,-1.377,0.0,0.0
1.352,1.38,1.282,0.5,-1.0
1.172,0.105,-3.08,1.0,-1.0
0.727,1.338,2.313,0.5,0.0
1.624,1.721,-2.803,0.5,-1.0
0.244,0.867,0.766,0.5,-1.0
1.771,0.362,-0.12,0.0,-1.0
0.571,0.93,-1.72,0.5,-1.0
0.86,0.068,-2.788,0.0,0.0
0.519,1.611,0.999,0.5,-1.0
0.734,0.198,0.226,1.0,1.0
1.625,0.665,2.555,0.0,1.0
1.464,1.334,1.747,0.5,0.0
1.527,1.126,-1.757,1.0,0.0
0.841,0.471,1.379,0.0,-1.0
1.71,0.114,-0.112,0.5,1.0
1.123,1.334,-0.438,0.5,0.0
1.254,1.345,-0.057,1.0,0.0
1.705,1.894,0.901,0.5,0.0
0.838,1.422,0.585,0.0,-1.0
0.252,1.664,-2.171,1.0,-1.0
0.394,1.048,2.312,1.0,1.0
0.905,0.139,1.356,0.5,1.0
1.599,0.108,-0.286,0.5,-1.0
0.539,1.008,1.215,0.0,-1.0
1.698,0.611,0.578,1.0,1.0
1.886,0.893,2.281,0.5,1.0
1.748,0.598,-2.495,0.0,1.0
0.191,1.722,1.404,0.5,-1.0
0.973,1.122,-1.592,1.0,1.0
1.304,0.178,0.581,0.5,-1.0
1.366,1.135,1.081,0.5,0.0
0.976,0.555,-0.29,0.0,0.0
0.801,1.2,-3.009,1.0,-1.0
1.183,0.839,-1.301,0.5,0.0
0.088,1.822,1.279,0.0,1.0
1.043,0.475,0.365,0.0,1.0
1.513,1.211,-0.612,1.0,0.0
0.796,1.742,0.486,0.5,0.0
0.962,1.546,-2.084,1.0,-1.0
1.216,1.534,-2.966,0.5,-1.0
0.841,1.296,-2.601,0.0,1.0
1.028,0.789,2.851,1.0,1.0
0.064,1.499,-0.65,1.0,0.0
1.232,1.689,-2.203,1.0,1.0
0.864,1.402,-0.425,0.0,-1.0
0.616,0.334,0.914,0.5,-1.0
1.9,0.06,-1.517,0.5,1.0
0.335,0.422,0.638,0.0,-1.0
0.432,1.749,2.735,0.0,1.0
0.407,0.958,-0.35,1.0,-1.0
0.831,1.355,-1.115,1.0,0.0
1.911,0.933,0.443,1.0,1.0
1.234,0.314,1.172,0.0,0.0
1.023,0.326,-0.471,0.0,-1.0
0.868,1.6,-2.014,0.0,0.0
0.753,0.894,-2.484,0.5,0.0
1.952,1.977,0.5,0.0,0.0
0.231,0.271,-2.987,0.5,-1.0
0.235,1.053,-2.012,0.0,-1.0
0.583,0.825,-0.141,0.0,-1.0
0.441,1.279,2.099,0.0,0.0
0.159,0.877,2.483,0.5,-1.0
0.131,1.299,-0.871,0.5,-1.0
1.962,1.374,1.524,0.5,0.0
1.422,1.21,1.629,0.5,0.0
0.837,0.299,-2.867,0.5,1.0
1.777,0.919,0.398,1.0,0.0
0.636,1.908,0.373,0.5,-1.0
0.963,0.985,3.12,0.5,1.0
1.031,1.564,0.351,1.0,0.0
0.166,1.982,1.712,0.0,-1.0
1.967,1.126,-2.868,1.0,1.0
0.699,1.694,-0.484,0.5,0.0
1.354,1.968,-2.276,0.5,1.0
1.053,0.536,-0.859,1.0,0.0
1.921,0.059,-0.864,1.0,0.0
0.941,0.234,0.557,1.0,-1.0
0.872,1.399,0.799,0.0,-1.0
0.382,1.959,2.377,0.5,0.0
0.272,1.793,0.433,0.5,1.0
1.207,1.239,-2.426,1.0,0.0
0.742,0.643,2.908,1.0,-1.0
1.597,0.64,1.022,1.0,-1.0
1.421,1.663,1.659,1.0,1.0
0.7,0.889,2.746,0.5,-1.0
0.43,1.1,-2.495,0.0,1.0
0.649,0.291,-0.451,0.0,0.0
0.868,0.681,-3.098,0.5,0.0
1.676,0.785,1.989,1.0,0.0
0.472,1.622,0.054,0.5,0.0
1.982,0.903,-2.885,1.0,-1.0
1.738,1.442,0.824,0.0,0.0
0.018,1.357,-0.976,1.0,-1.0
1.489,0.557,-1.595,1.0,1.0
0.335,0.832,2.509,0.5,0.0
0.398,1.769,-2.151,0.5,1.0
1.896,0.888,-1.019,1.0,0.0
1.145,0.613,0.674,1.0,0.0
1.73,0.297,-0.392,1.0,0.0
1.022,1.333,-2.256,0.0,-1.0
1.932,0.807,1.553,0.5,0.0
0.298,0.501,2.431,0.0,1.0
0.993,0.802,-0.004,1.0,1.0
0.334,1.957,-0.278,1.0,-1.0
1.653,1.668,1.053,0.5,-1.0
1.725,1.808,-1.668,1.0,0.0
0.168,0.078,0.335,0.0,0.0
0.729,1.442,-2.989,0.5,-1.0
1.269,0.022,-0.273,0.0,0.0
0.28,1.851,0.484,0.5,1.0
0.492,1.752,-2.527,0.0,-1.0
0.502,0.199,-2.892,0.0,0.0
0.207,0.604,-2.805,1.0,1.0
1.251,1.685,2.284,0.5,1.0
0.571,1.574,1.107,0.5,0.0
1.063,0.779,2.275,0.0,0.0
0.383,0.983,0.757,0.0,0.0
0.67,1.377,1.194,1.0,0.0
0.635,1.486,-2.55,0.0,-1.0
0.888,1.224,1.472,1.0,1.0
0.851,1.099,-1.978,1.0,1.0
1.234,0.18,2.941,0.5,0.0
1.433,1.034,3.127,1.0,-1.0
1.549,0.663,1.537,0.5,1.0
1.691,1.399,1.908,1.0,-1.0
0.4,1.027,0.009,1.0,-1.0
1.216,1.943,1.477,1.0,-1.0
1.936,1.856,1.967,0.5,-1.0
0.372,1.002,-1.226,0.0,1.0
0.875,0.07,-0.587,0.5,1.0
0.936,1.793,-1.887,1.0,-1.0
0.004,1.106,-1.008,0.5,0.0
1.541,0.361,1.51,0.0,1.0
1.296,0.633,2.164,1.0,-1.0
0.572,0.164,0.699,0.5,-1.0
0.753,1.703,0.383,1.0,0.0
0.889,1.081,1.233,0.0,-1.0
0.023,1.444,-2.489,0.0,1.0
0.81,0.24,-2.678,0.0,1.0
0.552,1.319,3.113,0.0,0.0
0.681,0.216,0.639,0.0,-1.0
0.003,1.751,-0.591,0.0,1.0
0.79,1.551,-2.803,0.5,0.0
0.509,1.638,2.695,0.0,0.0
1.993,0.053,1.077,1.0,-1.0
0.4,1.113,1.338,0.0,-1.0
0.817,0.456,-1.449,0.0,1.0
1.276,1.941,-2.581,0.5,0.0
1.845,1.838,-2.114,0.0,-1.0
0.158,1.77,0.596,1.0,0.0
1.443,1.766,-2.525,0.5,-1.0
0.442,0.362,-1.16,0.5,1.0
0.193,1.924,0.719,0.0,1.0
1.297,0.504,1.172,0.5,-1.0
0.625,0.608,-0.067,1.0,1.0
1.651,0.83,-1.398,0.0,0.0
1.177,1.371,1.818,0.5,-1.0
1.152,0.511,-1.094,0.5,0.0
1.757,0.919,0.787,0.0,1.0
0.156,1.653,2.925,1.0,-1.0
1.952,1.518,0.72,0.5,-1.0
1.654,0.059,-2.939,0.0,0.0
1.73,1.636,-2.708,0.5,1.0
1.325,1.083,0.258,0.5,-1.0
0.531,0.859,-0.622,0.0,1.0
1.255,0.077,1.673,0.5,1.0
0.675,0.418,-0.468,0.0,-1.0
1.178,1.835,-2.165,0.0,-1.0
1.346,0.861,1.026,1.0,0.0
0.076,1.897,-1.568,1.0,1.0
0.058,1.652,-1.124,0.0,-1.0
0.506,1.07,-2.228,0.5,1.0
1.347,1.936,2.674,0.5,-1.0
