0.865,0.216
1.0,0.9
0.386,0.964
1.448,0.381
1.045,0.38
1.826,1.946
0.681,1.064
1.25,1.7
0.91,1.338
1.728,0.157
0.897,1.321
1.105,1.524
0.343,1.343
1.292,0.889
1.324,1.786
0.368,0.318
0.536,0.912
1.041,1.507
1.227,0.96
0.08,0.102
0.684,0.62
1.114,0.549
0.294,1.202
1.24,0.297
1.999,0.778
0.379,1.359
0.455,0.951
1.185,0.894
0.605,0.103
0.233,1.099
0.697,0.288
1.607,0.174
1.389,0.219
0.331,1.503
0.838,1.616
0.19,0.659
1.74,0.996
1.965,1.949
1.505,0.546
1.871,1.763
1.526,0.627
0.831,1.399
0.403,1.217
0.37,1.794
1.146,0.859
1.55,1.267
0.247,1.53
1.617,1.686
1.166,1.933
1.635,0.591
1.25,0.429
1.707,1.752
1.651,0.982
0.05,1.586
1.805,0.601
1.146,0.96
0.333,1.475
1.064,1.213
1.062,1.974
0.812,0.439
1.799,1.748
0.573,1.794
1.643,0.947
0.765,1.36
1.781,1.96
0.853,1.355
0.449,1.813
1.136,1.257
1.066,0.823
1.004,0.684
0.426,1.498
1.552,0.074
0.165,1.367
0.036,1.127
1.627,1.757
1.061,0.054
1.031,1.329
0.471,1.151
1.67,1.117
0.909,0.154
0.252,0.696
1.774,0.921
0.935,0.237
0.33,0.116
1.368,0.907
0.188,1.403
1.909,0.633
0.066,1.853
1.163,1.548
1.725,1.799
1.328,1.035
1.613,0.247
0.388,1.108
0.003,1.395
0.073,0.806
0.012,1.502
0.489,0.109
0.154,0.789
1.523,0.613
1.568,1.653
1.912,0.755
1.073,1.867
0.121,0.076
1.146,0.843
1.727,0.211
0.833,1.003
1.444,1.037
1.668,1.751
1.504,1.196
0.625,1.069
1.779,0.147
1.926,0.314
1.929,1.606
0.502,0.9
1.749,0.883
1.502,0.712
1.264,0.873
1.299,1.247
1.057,1.06
1.302,0.684
0.46,1.735
0.329,1.923
1.406,1.709
0.149,0.776
1.363,0.239
1.948,0.922
1.657,1.212
1.191,0.776
1.714,0.82
0.134,1.05
0.527,1.465
0.59,1.424
0.329,0.849
1.024,1.284
1.886,0.106
0.429,1.659
0.763,1.027
1.03,1.827
1.985,1.094
0.212,0.18
1.501,1.815
1.379,1.136
0.445,1.292
1.996,1.256
0.049,0.528
0.4,0.231
1.603,1.732
1.705,0.25
1.474,1.461
0.282,1.88
1.876,1.393
1.167,1.868
0.066,0.455
1.524,0.599
0.534,1.777
1.425,1.74
1.85,1.947
0.887,1.729
0.691,0.585
1.206,1.039
0.885,0.783
1.842,0.325
1.062,0.789
0.229,1.349
0.851,0.491
1.211,1.304
1.361,1.304
1.726,1.769
0.585,0.111
0.804,1.686
1.046,1.707
0.523,0.046
0.829,0.41
1.96,1.918
1.335,1.965
1.788,0.944
0.357,1.432
0.313,1.685
1.317,1.753
0.074,0.015
0.123,0.967
0.559,0.489
0.52,1.971
0.359,1.53
0.629,0.377
0.932,1.576
0.601,0.508
1.745,0.387
0.7,0.676
0.988,1.437
1.933,0.902
1.331,1.079
0.938,0.174
0.691,1.506
1.862,0.869
0.802,1.27
0.756,0.682
1.335,1.229
1.583,1.274
0.318,1.131
0.108,1.759
0.661,1.483
0.944,1.79
0.115,0.607
0.281,0.451
0.601,0.841
1.117,0.195
0.718,1.471
1.446,1.513
1.811,1.974
1.551,0.922
1.352,1.87
1.791,1.185
1.157,0.502
1.234,1.632
1.793,1.287
1.656,0.797
1.911,1.788
0.434,1.704
1.819,1.172
0.43,0.078
0.252,0.451
1.644,1.64
0.573,1.144
0.475,0.675
1.842,1.003
1.407,0.548
1.825,0.986
1.237,0.212
1.512,0.963
0.081,0.977
0.053,1.516
0.547,0.765
1.371,1.064
0.512,1.812
0.948,0.871
0.342,0.517
1.322,1.693
1.788,0.061
0.883,0.034
0.092,0.924
1.402,1.0
0.018,1.002
0.322,0.62
1.04,0.558
0.96,1.582
0.106,1.941
1.219,0.236
0.627,0.986
0.422,1.396
1.508,0.988
1.575,1.494
0.228,1.278
0.269,0.594
0.839,0.15
0.523,1.139
1.671,1.048
0.367,0.535
0.603,1.1
0.89,0.302
1.355,1.606
1.343,0.988
1.351,0.395
0.378,1.645
1.776,1.663
0.756,0.664
0.879,1.798
0.077,1.449
0.516,1.469
1.553,0.662
0.3,1.761
1.319,1.115
1.132,1.419
0.749,1.249
0.003,0.089
0.532,0.886
0.836,1.041
1.096,1.35
0.471,1.697
1.273,0.86
0.112,0.245
1.487,1.021
0.25,1.579
1.131,0.417
1.59,1.53
0.656,0.423
0.211,0.673
0.376,1.576
0.94,1.836
0.435,0.527
1.773,0.675
0.071,1.202
0.198,0.823
0.07,0.41
1.406,0.357
0.779,1.451
0.449,1.477
1.925,1.998
1.587,0.513
1.883,0.358
1.067,1.824
1.23,1.021
0.093,1.76
0.741,0.404
0.363,0.508
0.731,1.286
0.592,0.082
0.656,0.86
1.544,1.864
0.828,1.979
0.687,1.879
0.082,1.347
0.923,0.138
1.697,0.315
0.363,0.786
0.894,1.272
1.612,0.933
1.628,1.452
1.388,1.282
0.766,0.67
0.664,0.978
1.204,0.004
1.819,1.518
1.017,0.687
1.117,1.906
1.368,0.573
0.327,1.383
1.407,1.811
0.575,1.523
1.777,1.328
0.819,1.074
1.444,1.302
0.045,1.97
1.647,0.328
0.408,1.364
0.226,0.693
0.236,1.769
0.421,1.72
0.753,0.534
1.876,0.058
1.602,0.009
0.905,1.739
1.833,0.96
0.58,0.134
1.602,1.962
0.466,1.345
0.73,0.222
1.511,1.616
1.027,0.515
0.537,1.83
0.54,1.996
0.819,1.812
0.285,0.365
1.485,0.767
0.202,0.402
0.853,1.242
1.607,0.188
1.09,1.243
1.686,1.057
1.996,1.193
1.938,0.104
0.192,0.433
1.404,1.514
0.235,1.617
0.627,0.759
0.57,1.904
1.199,0.41
0.121,0.013
0.094,1.912
0.952,1.026
0.177,1.785
1.462,1.116
0.489,1.185
1.544,1.383
0.207,1.326
1.241,0.428
0.301,1.189
1.23,1.501
1.091,1.313
1.08,1.138
0.331,1.175
1.985,0.543
1.04,0.618
0.11,1.797
0.799,0.093
0.576,0.872
0.15,1.87
0.62,0.09
0.257,1.501
0.562,0.109
0.972,0.547
1.508,1.37
1.155,0.432
0.267,1.76
0.42,0.055
0.664,1.318
0.519,0.668
1.662,0.956
0.429,1.629
0.014,0.419
1.0,0.422
0.656,0.543
0.617,0.492
1.44,0.452
1.973,0.785
0.756,1.09
0.5,0.29
0.428,0.091
1.586,1.538
0.266,0.127
0.859,0.942
1.006,0.344
0.176,0.143
1.384,1.255
0.141,1.647
1.945,0.957
1.734,1.361
1.292,1.269
0.893,1.245
1.832,0.046
1.414,1.452
1.173,1.199
1.88,1.272
0.869,1.611
1.584,0.443
1.889,1.769
1.695,1.798
0.47,0.73
1.517,0.063
1.397,0.767
0.403,0.92
0.801,0.032
1.136,0.576
1.977,1.528
1.186,0.037
0.084,0.233
1.423,1.713
0.152,0.446
0.33,1.095
0.992,0.8
1.117,0.774
1.291,0.755
1.365,0.598
1.755,0.549
1.059,0.314
0.23,1.562
1.51,1.875
0.905,1.784
0.596,0.256
0.794,0.253
1.988,1.271
0.006,1.559
0.252,1.009
0.259,1.229
0.429,1.495
0.751,0.819
0.896,1.078
0.435,0.658
0.327,1.809
0.355,0.453
1.546,1.976
1.179,0.259
0.857,1.294
1.186,0.535
0.544,0.745
0.246,0.34
1.736,0.266
1.36,1.824
1.571,1.038
1.935,0.042
0.964,1.933
0.065,0.611
1.439,0.356
0.492,0.064
1.736,1.847
1.197,0.784
0.341,0.68
0.151,1.582
0.41,0.448
0.735,0.32
1.442,0.684
1.465,1.193
1.343,1.502
0.089,1.54
0.625,1.421
1.384,0.886
1.236,0.294
1.006,1.472
0.852,1.518
0.55,0.441
1.928,0.872
1.418,1.782
0.753,1.062
1.602,0.055
0.344,1.436
0.855,1.208
0.771,0.104
0.035,1.774
1.305,1.516
0.647,1.702
1.076,1.846
0.043,1.31
1.413,1.593
1.607,0.348
0.588,1.701
1.292,0.541
0.017,1.837
1.169,0.326
0.405,1.444
1.826,0.218
1.719,0.146
0.558,1.907
0.494,1.442
1.476,1.579
1.755,1.544
0.561,0.864
1.401,0.925
0.459,1.511
1.629,1.94
1.759,1.775
1.656,0.38
1.041,1.948
0.668,0.559
0.602,0.055
0.408,0.781
0.864,1.125
1.361,1.956
0.407,0.952
0.864,0.973
0.447,1.412
0.922,1.083
0.45,1.728
0.132,1.059
0.139,0.342
0.295,0.919
0.883,1.989
0.531,0.021
0.84,0.978
1.951,1.098
0.148,0.512
0.009,1.771
0.602,1.477
1.905,0.302
1.875,1.067
1.867,0.172
0.805,0.907
0.851,1.105
0.014,1.991
0.596,1.263
0.071,0.488
1.691,1.777
1.361,1.106
0.6,0.602
0.819,0.406
0.627,1.33
0.161,1.874
1.921,0.267
0.934,1.117
1.621,0.926
0.638,1.114
1.798,1.159
0.378,1.186
0.276,1.875
1.6,1.52
1.621,1.882
1.068,1.376
0.951,0.897
1.874,0.919
0.979,1.033
1.659,1.74
1.187,0.52
0.988,1.887
1.012,1.664
1.048,1.814
1.855,1.82
1.841,1.385
1.471,1.375
0.952,1.964
1.286,0.234
0.757,0.184
0.626,1.047
0.865,0.499
0.612,1.223
1.086,0.082
0.232,1.215
0.165,0.063
1.97,1.387
0.818,0.534
1.238,1.467
1.022,1.807
0.766,1.027
0.975,0.889
0.539,0.406
0.973,0.473
0.209,0.984
0.246,1.865
0.784,1.333
1.2,0.198
1.362,0.574
0.922,0.596
0.396,1.908
1.185,0.757
0.326,0.346
0.678,1.661
1.982,1.999
0.812,1.992
0.478,1.701
1.508,1.413
1.269,1.062
0.228,0.129
0.63,1.53
1.31,0.708
1.848,1.087
0.69,0.71
1.026,0.371
0.118,1.108
1.114,0.086
1.201,1.154
1.637,0.03
1.788,0.905
1.08,0.27
1.408,0.825
0.122,0.34
0.988,1.337
1.351,1.589
1.774,0.359
0.846,1.547
0.705,0.349
0.063,0.851
1.481,0.109
0.82,0.012
0.704,0.213
0.947,1.821
1.596,0.104
0.241,1.975
1.498,1.144
1.935,0.7
0.328,0.071
0.722,1.259
1.003,1.682
0.119,0.698
0.466,1.001
0.881,0.57
1.065,1.763
0.044,1.691
0.328,1.745
1.342,0.31
0.614,0.216
0.09,1.072
0.072,0.48
0.414,0.856
0.197,1.401
0.827,1.037
0.327,0.375
1.058,1.786
1.793,0.637
0.89,0.24
1.667,1.734
0.753,1.316
0.824,0.24
1.389,0.728
1.586,1.266
0.86,0.678
1.755,0.973
0.531,1.431
0.375,1.724
1.395,1.138
0.903,1.352
1.817,0.875
1.58,0.047
0.406,0.361
0.057,0.807
0.256,1.053
0.748,1.648
0.564,0.779
0.177,0.86
1.926,0.405
0.302,1.509
0.881,1.256
1.366,0.115
1.146,0.277
0.843,0.161
1.593,1.516
1.524,0.479
1.009,0.024
1.302,0.27
0.932,0.092
1.745,0.985
1.517,0.668
1.092,0.832
0.095,0.066
0.36,1.243
0.546,0.148
1.718,1.182
0.392,1.906
0.605,0.589
0.42,0.478
0.979,1.009
1.588,1.223
1.952,0.235
0.132,0.204
0.48,1.896
0.737,0.03
0.697,0.359
1.136,0.815
0.336,0.574
1.591,1.899
1.15,0.538
0.246,1.267
0.744,1.882
1.82,1.673
1.136,0.204
1.864,0.61
1.594,0.944
1.461,1.907
1.554,0.778
1.298,1.205
1.609,0.596
1.886,1.65
0.559,0.357
0.022,1.213
1.187,1.873
0.754,0.572
1.866,1.719
1.322,1.13
1.235,1.675
0.684,0.155
0.644,0.775
1.07,1.011
1.484,1.201
1.983,1.623
0.035,1.439
1.599,1.389
1.644,0.126
1.41,1.041
1.685,1.768
0.884,1.755
0.129,1.881
0.164,0.871
1.059,1.39
0.147,0.313
1.846,0.132
0.003,0.375
0.746,0.086
0.392,1.802
0.61,1.89
0.586,1.566
1.826,0.054
1.99,0.029
1.679,1.576
0.702,0.54
0.07,0.753
0.765,0.779
0.149,1.676
1.85,1.704
0.484,0.333
0.048,1.747
1.397,0.461
0.993,1.975
0.118,0.503
0.943,0.908
1.248,0.819
0.8,1.187
0.904,1.371
1.002,0.738
0.949,1.199
1.115,0.909
0.363,0.17
1.048,1.321
1.811,0.283
0.71,1.913
0.016,1.719
0.419,1.178
0.819,1.244
0.115,0.758
1.53,1.299
0.453,1.202
0.669,1.317
1.949,1.914
0.581,0.773
1.255,0.617
0.28,0.18
0.515,1.107
0.878,0.205
1.24,0.885
1.542,0.039
1.318,1.67
0.693,0.264
1.26,1.493
1.572,1.907
1.162,0.823
1.49,1.314
1.861,1.717
1.561,1.465
1.57,0.293
1.6,0.097
1.028,1.729
1.962,0.557
0.682,1.871
1.972,0.734
0.598,0.845
1.151,0.699
1.12,1.402
1.846,1.345
1.174,1.38
0.021,1.779
0.75,0.652
1.971,1.551
0.446,0.213
1.318,1.161
1.444,0.385
1.833,0.383
0.166,0.752
0.818,0.033
1.876,0.954
0.817,0.71
1.346,1.523
0.942,1.867
1.765,1.372
1.462,0.089
1.349,1.233
1.101,1.655
1.982,1.118
1.219,1.405
0.872,0.472
0.291,1.407
0.624,0.902
1.143,1.046
1.882,1.309
1.623,1.851
1.384,1.944
1.009,1.72
0.482,0.163
0.499,0.069
0.508,0.481
1.733,1.768
0.488,0.339
0.383,0.472
0.626,0.037
0.061,1.855
1.954,0.669
0.371,1.941
0.593,0.849
1.101,0.804
1.592,1.051
1.566,1.07
1.275,1.169
1.899,0.115
1.414,0.966
1.475,1.021
1.376,0.295
1.358,1.605
0.793,1.208
1.719,1.587
0.518,0.874
0.015,1.644
1.592,0.583
0.542,0.568
0.132,1.246
1.846,0.914
1.917,1.611
1.266,1.009
0.609,0.034
1.734,0.086
1.958,1.342
1.211,1.772
0.34,1.304
1.332,0.686
0.757,1.138
0.28,1.555
1.634,1.018
0.606,1.346
1.527,1.806
1.076,1.064
1.136,0.846
1.184,1.462
1.353,0.355
1.985,1.18
1.474,0.522
1.866,0.29
0.827,0.665
0.78,0.827
0.953,0.795
0.461,1.711
0.823,0.879
0.983,1.562
0.595,0.891
0.107,1.796
1.926,1.656
1.9,0.117
1.974,0.642
0.997,0.863
0.045,0.381
1.845,0.361
1.563,1.856
1.738,0.034
1.194,0.991
1.532,0.73
1.093,0.941
0.507,0.545
0.794,1.548
0.94,1.81
0.947,0.57
1.318,1.38
0.377,0.205
0.727,1.996
0.377,0.105
0.917,1.064
1.04,0.956
1.533,1.598
1.855,1.239
0.828,1.949
0.744,0.247
0.184,1.826
0.285,0.729
0.409,0.064
1.465,1.269
1.507,0.75
0.855,1.149
1.266,0.355
0.017,0.456
1.609,1.572
1.063,1.151
1.191,0.315
0.961,0.668
1.189,1.734
0.649,1.019
0.364,1.187
0.948,1.584
0.13,0.173
1.42,1.239
0.326,0.55
0.431,0.788
1.643,0.431
1.97,1.217
0.413,1.544
0.018,1.719
1.393,0.183
0.171,0.567
1.786,1.304
1.12,0.07
0.504,0.442
0.752,0.943
0.678,1.434
0.041,1.222
0.667,0.487
0.992,1.959
0.172,1.786
0.554,0.075
0.826,0.563
0.956,1.9
0.342,0.5
0.769,1.724
0.845,1.002
1.972,0.449
1.214,0.936
0.041,0.567
0.968,1.559
0.575,1.358
1.019,1.46
1.482,1.328
0.401,1.399
1.892,0.259
0.396,1.227
1.006,0.556
0.452,1.448
0.01,0.133
1.175,0.304
0.792,0.096
0.173,0.87
0.001,0.978
0.291,1.232
1.513,1.56
1.593,1.276
0.622,0.434
0.949,1.042
1.319,1.676
1.92,0.759
1.567,1.617
0.815,0.19
1.801,1.94
1.351,1.275
0.206,1.867
0.021,0.144
0.089,1.826
1.416,1.891
1.39,0.842
0.65,1.64
1.274,1.489
1.699,1.052
0.735,1.283
1.855,1.885
1.152,1.007
0.152,1.086
0.654,1.846
0.811,1.007
0.307,1.192
1.531,0.342
1.987,0.649
1.395,0.245
0.522,0.384
0.729,0.722
0.394,1.123
1.418,0.424
1.06,1.142
0.86,1.135
1.512,0.707
0.238,1.457
0.351,0.491
0.729,0.707
0.663,1.788
0.551,1.495
1.797,0.007
1.284,0.546
0.29,0.518
1.619,1.658
1.574,0.947
1.859,0.069
0.005,1.363
1.543,0.199
1.831,1.955
0.851,0.416
0.888,1.337
0.453,1.53
1.22,1.019
0.699,1.583
1.344,1.065
1.157,1.706
0.415,1.311
1.666,1.015
1.045,0.485
1.369,1.649
1.135,0.415
1.271,0.657
0.755,1.864
0.987,0.138
1.636,1.958
0.581,1.37
1.19,1.539
1.238,0.857
0.056,0.222
0.437,0.747
0.524,0.002
0.029,1.977
1.234,0.724
1.125,1.465
0.319,0.074
1.695,1.953
1.522,0.935
0.379,1.56
1.297,1.582
1.189,0.781
0.828,0.616
0.462,0.203
0.878,1.556
0.07,0.749
0.188,0.201
0.245,0.135
0.565,0.27
1.391,1.387
1.113,1.297
1.938,0.898
1.203,0.034
1.014,1.386
1.752,1.184
1.731,1.738
1.3,1.897
0.968,0.918
1.258,0.151
0.213,1.919
0.707,1.696
0.659,0.869
0.197,0.286
0.69,0.829
1.998,1.14
1.661,1.577
1.515,0.324
0.723,0.001
0.823,1.969
1.336,1.909
1.581,1.099
0.234,1.909
0.518,0.021
1.441,0.536
0.438,0.531
1.889,1.958
1.323,0.988
0.723,0.872
1.581,0.656
0.377,1.176
0.477,1.967
1.594,0.824
0.698,1.939
1.229,1.21
0.176,1.05
0.362,0.184
0.929,1.747
1.092,0.407
0.423,1.242
1.564,0.289
0.134,0.738
1.943,1.379
1.431,1.803
0.041,0.003
1.576,0.605
0.269,1.523
0.305,1.18
1.066,1.458
1.919,0.625
1.34,1.793
0.226,0.057
0.373,1.641
0.899,0.453
1.537,0.777
1.325,1.224
1.263,1.651
1.91,0.104
0.53,1.217
0.188,1.013
1.801,1.193
1.663,1.801
1.981,0.694
1.301,0.614
0.129,0.544
1.809,0.484
0.006,1.117
0.884,1.789
0.735,0.49
0.983,0.077
0.179,1.305
1.721,0.614
1.725,1.319
0.56,0.605
1.531,0.013
1.169,1.813
0.126,1.049
0.511,1.972
0.619,0.029
0.837,1.065
1.203,0.929
0.769,1.915
0.902,0.563
1.537,1.838
0.34,0.588
0.156,0.27
1.018,0.896
1.954,0.142
0.592,0.572
1.857,0.294
1.552,1.098
1.297,1.708
1.146,1.971
0.603,1.077
1.054,1.253
1.442,1.506
1.834,1.05
0.581,0.375
0.478,1.397
0.358,1.863
1.835,1.687
1.338,0.295
1.582,1.674
0.394,0.537
1.814,1.165
0.534,0.976
0.248,1.528
0.049,1.75
1.123,1.474
1.221,0.096
1.064,0.844
1.084,1.589
0.114,0.406
1.558,0.295
1.858,1.499
1.999,0.301
0.934,0.062
0.73,1.432
0.615,1.443
0.52,0.65
0.937,0.65
0.651,1.319
0.743,0.698
1.006,1.272
0.266,0.603
1.737,0.813
1.805,0.853
1.552,0.022
1.646,1.197
0.382,1.839
1.66,1.917
0.13,1.812
0.185,0.609
1.934,1.688
0.62,1.386
0.089,1.749
1.112,0.233
1.503,0.763
1.948,0.105
0.294,0.553
0.825,0.726
0.297,0.135
0.505,1.26
1.912,1.859
1.062,1.361
0.819,1.584
1.835,1.993
1.775,1.782
0.481,1.026
0.821,1.256
1.274,0.312
1.348,1.888
1.715,1.696
0.424,1.736
0.106,0.477
1.427,1.744
1.525,0.667
1.724,0.475
0.59,1.482
1.577,0.886
1.441,1.168
0.626,0.126
1.781,1.643
1.919,1.712
1.583,0.338
1.95,0.846
1.194,1.535
0.625,1.481
1.439,0.879
1.266,1.693
0.067,1.985
0.3,0.573
0.884,0.846
1.643,1.403
1.401,0.981
1.655,1.303
0.217,1.343
0.168,1.12
0.207,0.371
1.964,1.095
1.042,0.697
0.972,1.977
0.198,1.906
0.035,0.619
0.188,1.328
0.252,1.003
1.694,0.924
1.112,1.952
1.695,1.64
1.399,0.73
1.369,0.042
0.302,1.543
0.331,1.426
0.813,1.883
0.23,0.343
0.797,0.383
1.91,1.129
1.965,1.168
0.606,1.307
0.639,1.16
0.795,1.671
1.707,0.257
0.049,1.159
0.886,0.662
0.995,1.707
1.131,0.519
1.808,0.067
1.494,0.033
0.345,0.31
0.482,0.82
0.37,0.983
1.899,0.852
0.184,1.706
0.721,1.079
1.226,0.801
1.049,1.752
0.079,0.003
0.844,1.663
1.014,1.525
1.418,1.695
0.572,0.067
1.628,1.563
1.377,1.132
1.968,0.985
0.784,0.398
0.451,1.351
0.026,1.323
1.83,0.1
0.371,1.601
0.998,1.609
1.226,1.456
0.68,0.457
1.165,1.298
0.084,1.867
0.012,1.343
0.985,0.722
0.187,1.171
1.884,1.459
1.077,1.992
1.587,1.376
0.022,1.482
0.185,0.546
1.957,0.895
0.981,0.674
0.976,1.945
0.813,0.996
0.234,1.816
0.778,0.519
0.478,1.2
1.79,0.538
0.075,1.294
1.22,0.893
0.481,0.965
0.512,0.589
1.97,1.049
1.421,1.899
0.985,0.448
1.835,0.792
1.198,1.275
0.908,1.936
1.827,0.444
0.537,1.887
1.501,0.297
0.195,0.182
1.339,0.854
1.476,0.456
1.518,1.85
0.098,1.897
1.571,0.801
0.189,1.239
1.497,1.937
0.462,0.201
1.458,1.796
0.654,1.784
1.694,1.217
0.971,1.222
0.208,0.474
1.077,1.057
1.297,0.502
1.386,0.961
0.124,0.639
1.853,1.145
1.149,0.771
0.083,1.641
1.192,0.005
0.467,1.907
1.358,0.926
0.376,0.442
0.624,0.806
1.108,0.716
1.184,0.495
0.966,1.009
1.502,0.469
0.358,1.032
0.961,1.246
1.911,1.109
0.5,1.062
0.366,0.419
1.603,1.359
1.866,1.541
0.034,0.497
0.166,1.281
1.364,1.303
1.213,0.352
0.659,1.02
1.883,1.22
1.505,0.6
1.197,1.548
0.931,0.509
0.264,1.463
0.918,0.211
0.307,0.033
0.031,1.858
0.284,0.196
1.254,1.524
1.439,0.433
1.179,0.166
0.984,1.363
1.529,0.396
1.515,1.678
0.929,0.158
0.717,1.227
1.459,1.213
1.077,0.228
0.804,1.491
1.904,1.47
0.467,0.816
0.012,0.923
0.421,0.844
1.946,0.856
1.975,0.906
1.018,1.465
0.82,0.972
1.318,0.15
0.224,1.435
0.967,0.149
0.451,1.61
0.186,1.699
0.068,0.437
0.817,1.818
0.484,1.157
0.77,0.228
1.763,1.381
0.252,1.682
1.669,1.88
0.041,1.818
0.563,1.05
1.957,1.934
1.015,0.994
1.713,0.008
1.424,0.079
0.479,0.097
1.804,1.434
0.787,0.912
0.756,0.902
0.989,1.108
1.682,0.205
0.793,0.264
1.706,0.085
0.876,1.7
0.368,1.923
1.445,1.356
1.221,1.998
1.001,0.485
1.107,0.394
0.586,0.901
1.799,0.173
0.462,1.221
1.096,1.042
0.399,0.381
0.76,1.725
1.005,0.485
0.557,0.49
1.018,1.138
1.042,1.131
0.85,1.704
1.894,1.741
1.427,0.458
0.992,1.81
0.338,1.395
1.791,0.555
1.774,1.221
0.133,1.372
0.033,0.596
1.589,0.815
1.384,1.879
0.32,0.697
0.76,0.297
0.905,1.26
0.557,0.179
0.228,1.757
1.788,1.694
0.71,1.783
0.894,0.354
0.718,0.552
1.665,0.069
0.626,0.213
0.93,0.406
1.917,1.442
0.005,0.736
1.613,0.58
0.152,0.576
1.571,0.037
1.904,0.612
1.834,1.919
1.212,1.523
1.84,0.471
0.006,1.506
0.256,0.869
0.253,1.27
1.389,1.232
1.52,1.641
0.555,1.995
1.472,0.298
0.314,0.426
0.783,1.748
1.031,0.832
0.739,0.939
1.312,0.431
0.594,0.312
1.826,1.987
0.29,0.315
1.025,0.166
1.75,1.565
0.578,1.15
1.262,1.316
1.132,1.549
1.624,1.137
1.689,1.952
1.19,1.755
1.835,1.613
0.062,1.208
1.016,1.207
1.698,1.727
1.856,1.987
0.475,1.89
0.283,1.663
1.46,1.296
0.201,1.639
0.41,0.188
0.576,1.801
0.612,0.889
1.934,0.135
1.938,1.715
